Order Number,Product Name,Order Type,Product Cost,Cash on Delivery,Product Unavailable Flag,Multi Mode TraNosport Flag,Speed Delivery Flag,Remote Location,Multi Hop Delivery,Product Size
2044732,Product C,New,956,Y,N,Y,N,N,N,Large
1933121,Product A,New,1768.2,Y,Y,Y,N,N,N,Medium
2239414,Product B,Additional,375,Y,N,Y,N,N,N,Large
2653414,Product B,New,500,Y,N,Y,N,N,N,Large
2806536,Product B,New,3685.14,Y,Y,Y,N,N,N,Medium
1148772,Product C,Additional,2481.96,Y,Y,Y,N,N,Y,Large
2850010,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2197023,Product B,New,8024,N,N,Y,N,N,N,Small
2996200,Product C,Additional,561.45,Y,Y,Y,N,N,Y,Large
3112926,Product C,Additional,855.41,Y,Y,Y,Y,Y,Y,Large
2840272,Product B,Additional,437.33,N,Y,Y,N,N,N,Small-Medium
1123067,Product C,New,1116.82,Y,Y,Y,N,Y,Y,Large
3976922,Product B,New,2053.09,N,N,Y,N,N,N,Medium
2995627,Product B,New,778.7,Y,Y,Y,N,N,Y,Large
2044555,Product B,New,435.68,Y,N,Y,N,N,N,Large
2699837,Product A,Additional,782.03,Y,N,Y,Y,N,N,Large
1761208,Product A,New,818.11,Y,N,Y,N,N,N,Medium
2301923,Product C,Additional,485.01,Y,Y,Y,N,N,Y,Large
2713276,Product A,New,2057.5,Y,N,N,N,N,N,Medium
2505418,Product B,New,206.47,N,Y,Y,N,N,Y,Large
3703745,Product B,New,595,N,Y,N,N,N,Y,Large
2818482,Product B,New,1485.13,Y,N,Y,Y,N,N,Medium
1440449,Product B,New,375,Y,N,Y,N,N,N,Large
3044185,Product B,Additional,5017.44,N,Y,N,N,N,N,Small
3981656,Product B,New,232.8,Y,N,Y,N,N,N,Medium
4172592,Product B,New,2967.1,Y,N,Y,N,N,N,Medium
1565456,Product B,Additional,298.16,N,Y,Y,N,N,Y,Large
3350629,Product B,New,465,Y,N,Y,N,N,N,Large
3968153,Product A,New,500,Y,N,Y,N,N,N,Large
1197229,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2447177,Product C,New,1095.57,Y,N,Y,N,N,N,Medium
2856500,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
2887672,Product A,New,1099,Y,N,Y,N,N,N,Medium
3596914,Product A,Additional,616.32,Y,N,Y,N,N,N,Medium
3039550,Product A,New,526.45,N,N,Y,N,N,N,Large
2807939,Product A,Additional,896,N,N,Y,N,N,N,Medium
1778317,Product A,New,2276.8,Y,N,N,N,N,N,Medium
2273431,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2364358,Product B,New,1361.22,Y,N,Y,N,N,N,Large
2802257,Product B,New,375,N,Y,Y,N,N,Y,Large
3976882,Product A,New,1030,Y,Y,Y,Y,N,N,Medium
2784990,Product A,New,2782,Y,Y,Y,N,N,Y,Medium
1914499,Product A,Additional,1071.93,N,Y,Y,N,N,Y,Large
3039446,Product B,Additional,2680.03,N,N,N,N,N,N,Small
2157906,Product B,New,712.72,N,Y,Y,N,N,Y,Large
2053861,Product C,Additional,2527.17,Y,Y,Y,N,Y,Y,Medium
2440124,Product C,Additional,934,Y,N,Y,N,N,N,Large
2239488,Product B,Additional,376.14,Y,N,Y,N,N,N,Large
3584555,Product A,New,537.04,Y,N,Y,N,N,N,Large
3306993,Product A,New,1742.56,Y,N,Y,N,N,N,Large
3680802,Product B,Additional,929.23,N,Y,Y,N,N,Y,Large
2363814,Product B,Additional,1209,N,Y,Y,N,Y,Y,Large
3157500,Product B,New,473.1,N,Y,Y,N,N,N,Small-Medium
2861188,Product B,Additional,1594.55,Y,Y,Y,Y,N,N,Small-Medium
2197569,Product B,New,698.65,Y,Y,Y,N,N,Y,Large
3410306,Product B,Additional,1179.1,Y,N,Y,N,N,N,Medium
2039074,Product C,New,1717.49,Y,Y,Y,N,N,Y,Large
2845119,Product B,New,1080.2,Y,N,Y,N,N,N,Medium
2899407,Product A,Additional,3000.09,N,Y,Y,N,N,Y,Medium
3986992,Product B,Additional,1161.52,Y,N,Y,N,N,N,Medium
2054725,Product C,Additional,485.01,Y,Y,Y,N,N,N,Large
2704770,Product D,New,1100,N,Y,Y,N,Y,Y,Large
3113290,Product A,Additional,598.75,N,N,Y,N,N,N,Small
2716138,Product A,New,600,Y,N,Y,N,N,N,Medium
2235016,Product C,Additional,1121.42,Y,Y,Y,N,N,Y,Large
3075552,Product A,Additional,568,Y,N,Y,N,N,N,Large
3157498,Product B,New,462.77,N,Y,Y,N,N,N,Small-Medium
3703994,Product C,Additional,810.09,Y,Y,Y,N,N,Y,Large
2506625,Product C,Additional,462.62,Y,Y,Y,N,N,Y,Large
2819307,Product B,New,785,N,Y,Y,N,N,Y,Large
3971530,Product B,New,982.5,Y,N,Y,Y,N,N,Medium
3044963,Product C,Additional,491.65,Y,Y,N,N,Y,N,Small-Medium
4031258,Product D,Additional,1992,Y,N,Y,N,N,N,Medium
4184747,Product C,Additional,1485.77,Y,Y,Y,N,N,Y,Large
3445909,Product B,New,2104,Y,N,Y,N,N,N,Medium
3354943,Product C,New,1505.14,Y,N,Y,N,Y,N,Large
3346551,Product B,New,2875,Y,N,Y,Y,N,N,Medium
3368238,Product B,Additional,1502.3,N,Y,Y,N,N,Y,Large
2447220,Product B,New,1238.33,Y,N,Y,N,N,N,Large
2861918,Product B,Additional,1683.2,N,N,Y,N,N,N,Medium
1196758,Product C,New,495,Y,Y,Y,N,Y,Y,Large
3600228,Product B,New,281.23,N,Y,Y,N,N,N,Small-Medium
1817800,Product C,New,485.02,Y,Y,Y,N,N,Y,Large
2273433,Product C,Additional,2898.62,Y,Y,N,N,N,N,Small-Medium
2396490,Product B,Additional,988.42,N,Y,Y,N,Y,Y,Large
2596389,Product A,Additional,702.97,N,Y,Y,N,N,Y,Large
3827743,Product B,New,288.71,Y,N,Y,N,N,N,Large
2963286,Product A,Additional,315,N,N,Y,N,N,N,Medium
1954065,Product C,New,1231.81,Y,Y,Y,N,N,Y,Large
2005060,Product C,Additional,957.48,N,Y,Y,N,N,Y,Large
3900661,Product B,New,2138.82,Y,Y,Y,Y,N,Y,Large
2806478,Product B,Additional,947.65,N,Y,Y,N,N,Y,Large
3168586,Product A,Additional,394,N,N,Y,N,N,N,Medium
2258915,Product B,New,889.05,N,Y,Y,N,N,Y,Large
3586076,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
1091369,Product C,New,1069.54,Y,Y,Y,N,N,Y,Large
2366050,Product A,New,175,Y,N,Y,N,N,N,Large
3163486,Product B,New,2093.5,N,N,Y,N,N,N,Medium
2929888,Product B,New,804,N,Y,N,N,N,Y,Large
2206762,Product B,Additional,477.45,N,Y,N,N,N,Y,Large
4020794,Product A,Additional,867.95,N,Y,Y,N,N,Y,Medium
2855586,Product B,Additional,950,N,Y,Y,N,N,Y,Large
2941773,Product C,Additional,1232.24,Y,Y,Y,N,N,Y,Large
2207802,Product B,Additional,375,Y,N,Y,N,N,N,Large
3145861,Product B,Additional,2445.49,N,Y,Y,N,N,N,Medium
2705514,Product C,Additional,832.37,Y,Y,Y,N,N,Y,Large
3114118,Product B,Additional,607.2,N,Y,Y,N,N,Y,Large
2716805,Product B,Additional,902.61,N,Y,Y,N,N,N,Large
2239140,Product B,New,2694.1,N,Y,Y,N,N,N,Medium
1196736,Product C,New,495,Y,Y,Y,N,N,Y,Large
3735920,Product B,Additional,589.3,Y,N,Y,N,N,N,Medium
2510537,Product B,Additional,375,Y,N,Y,N,N,N,Large
3992760,Product C,Additional,1314.57,Y,Y,Y,N,N,Y,Medium
3069824,Product B,New,801.63,N,Y,Y,N,N,Y,Large
2192020,Product A,Additional,630.55,N,Y,Y,N,N,Y,Large
3265297,Product A,New,989.85,Y,Y,Y,N,N,Y,Large
3375107,Product B,New,835,N,N,Y,N,N,N,Medium
3978547,Product B,New,476.84,Y,N,Y,N,N,N,Medium
3350807,Product A,New,600,Y,N,Y,N,N,N,Large
3377726,Product A,Additional,3060,Y,N,N,N,N,N,Medium
2867656,Product C,Additional,694.8,Y,Y,Y,N,N,N,Small-Medium
1196762,Product C,New,495,Y,Y,Y,N,Y,Y,Large
3624483,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3116588,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
3900940,Product B,Additional,591.45,Y,Y,Y,N,N,Y,Large
3782132,Product B,New,3938,Y,N,Y,N,N,N,Medium
2340243,Product B,New,626.78,N,Y,Y,N,N,Y,Large
2402444,Product C,Additional,1089.51,Y,N,Y,N,N,N,Large
3834955,Product C,Additional,366.14,Y,Y,Y,N,Y,N,Small-Medium
2899416,Product D,New,2128,N,N,Y,N,N,N,Medium
2963288,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
2120840,Product C,Additional,1117.89,Y,Y,Y,N,N,Y,Large
3715358,Product B,Additional,833.5,N,N,Y,N,N,N,Large
2239432,Product B,Additional,375,Y,N,Y,N,N,N,Large
2306678,Product B,New,662.12,N,Y,Y,N,N,Y,Large
2807909,Product C,New,3326.65,Y,N,Y,N,N,N,Medium
3184044,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
2263156,Product B,New,375,N,N,Y,N,N,N,Large
3591079,Product A,New,840,Y,N,Y,N,N,N,Medium
3309742,Product B,Additional,2445.49,N,Y,Y,N,N,Y,Medium
2264232,Product A,Additional,840,Y,N,Y,N,N,N,Medium
2366078,Product B,Additional,252.05,Y,N,Y,N,N,N,Large
3234636,Product C,Additional,1203.18,Y,Y,Y,N,N,Y,Large
2092746,Product C,Additional,998.83,Y,N,Y,Y,N,N,Medium
3450393,Product B,New,617.4,Y,N,Y,N,N,N,Large
4031020,Product B,Additional,580.6,Y,Y,Y,N,N,Y,Large
3968851,Product C,Additional,608.43,Y,N,Y,N,N,N,Large
2168184,Product B,Additional,700.05,Y,N,Y,N,N,N,Medium
3234473,Product A,New,511.74,N,N,Y,N,Y,N,Large
3409273,Product D,Additional,1100,Y,N,Y,N,Y,N,Large
3450048,Product D,Additional,2263.8,Y,N,N,Y,Y,N,Medium
2321489,Product B,New,1473.85,N,Y,Y,N,N,Y,Large
2259938,Product A,Additional,4738,Y,Y,Y,N,N,N,Medium
3113418,Product B,Additional,1139.61,N,Y,Y,Y,N,Y,Large
3871862,Product A,New,1099,Y,N,Y,N,N,N,Medium
4224747,Product A,Additional,1646.85,Y,Y,Y,N,N,Y,Medium
4061369,Product B,Additional,1250,N,N,Y,N,N,N,Medium
2786080,Product A,Additional,2273.82,Y,Y,Y,N,N,Y,Medium
3112460,Product B,New,375,N,Y,Y,N,N,Y,Large
2201559,Product A,Additional,2606.6,N,Y,Y,N,N,Y,Large
2631871,Product B,New,575,N,Y,N,N,N,Y,Large
3266741,Product B,Additional,632.55,Y,N,Y,N,N,N,Large
1888714,Product B,New,829.5,N,Y,Y,N,Y,Y,Large
3472804,Product B,Additional,3105,N,Y,Y,N,N,N,Small
3364853,Product A,Additional,467.38,N,Y,Y,N,Y,Y,Large
3392395,Product B,Additional,791.38,N,Y,Y,N,N,Y,Large
3398693,Product A,New,840,Y,N,Y,N,N,N,Medium
2974211,Product B,New,1061.98,N,Y,Y,N,N,Y,Large
2743908,Product C,New,690.21,Y,Y,Y,Y,N,Y,Large
3265911,Product B,New,8766.34,N,N,Y,N,N,N,Small
1197232,Product C,New,495,Y,Y,Y,N,N,Y,Large
3636648,Product B,New,817.14,N,Y,Y,N,N,Y,Large
3119514,Product C,Additional,1063.32,Y,Y,Y,N,N,Y,Large
3787486,Product B,Additional,3893.35,Y,Y,Y,N,N,Y,Large
1888858,Product B,New,866.22,N,Y,Y,N,N,Y,Large
1159004,Product B,New,3106.93,N,Y,Y,N,Y,Y,Large
3854216,Product B,New,1398.6,N,N,Y,N,N,N,Medium
1865245,Product C,Additional,2527.17,Y,Y,Y,N,N,Y,Medium
2121521,Product B,Additional,475.95,N,Y,Y,N,N,Y,Large
3044239,Product B,Additional,2680.03,N,N,N,N,N,N,Small
2240445,Product B,Additional,375,Y,N,Y,N,N,N,Large
2310699,Product A,Additional,1720.04,N,N,Y,N,N,N,Medium
2825397,Product B,New,1939.96,Y,N,Y,N,N,N,Medium
3776647,Product B,Additional,966.8,N,Y,Y,N,N,Y,Large
3185685,Product B,New,624,Y,N,Y,N,N,N,Medium
3591775,Product B,Additional,1308.45,Y,Y,Y,N,N,Y,Large
3346580,Product A,New,451.15,Y,N,Y,N,N,N,Large
2271952,Product C,Additional,2193.05,Y,N,Y,N,N,N,Large
2370364,Product B,New,1702.6,Y,N,Y,N,N,N,Medium
2940551,Product A,New,175,Y,N,Y,N,N,N,Large
4060588,Product A,Additional,1197.49,Y,N,Y,Y,Y,N,Large
3242081,Product A,New,966.29,N,Y,Y,N,N,Y,Large
3429521,Product B,New,375,Y,N,Y,N,N,N,Large
3234472,Product A,New,1047.14,N,Y,Y,N,Y,Y,Large
2321502,Product B,New,1340.6,N,Y,Y,N,N,Y,Large
2537723,Product A,Additional,570,N,N,Y,N,N,N,Small
2267309,Product B,Additional,860.25,N,Y,Y,N,N,Y,Large
3819418,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3906378,Product A,New,1632,Y,N,Y,N,N,N,Medium
3755025,Product C,Additional,764.6,Y,N,Y,N,N,N,Large
4226960,Product B,Additional,1180.09,N,N,Y,N,N,N,Medium
3543167,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3981669,Product C,Additional,775.62,Y,N,Y,N,N,N,Large
2254188,Product B,Additional,630.7,Y,N,Y,N,N,N,Large
2631904,Product B,New,686.9,N,Y,Y,N,N,Y,Large
3266990,Product A,New,873.99,N,Y,Y,N,N,Y,Large
1890265,Product C,Additional,898.55,Y,N,Y,N,N,N,Medium
3365023,Product B,New,774.8,N,N,Y,N,N,N,Large
3589727,Product B,New,928.82,Y,N,Y,N,N,N,Medium
3003529,Product A,Additional,5040.89,N,Y,Y,N,N,N,Small
3119662,Product D,New,772.1,Y,N,Y,N,N,N,Medium
3636839,Product B,New,193.4,Y,N,Y,N,N,N,Large
2731867,Product C,New,1193.74,Y,Y,Y,N,N,Y,Large
3981389,Product C,Additional,602.85,Y,Y,Y,N,N,Y,Large
2406468,Product B,New,1479.28,N,Y,Y,N,N,N,Medium
3375204,Product B,Additional,713.83,N,Y,Y,N,N,Y,Large
3856223,Product D,New,438.29,Y,N,Y,N,N,N,Large
2936666,Product C,Additional,895,Y,N,Y,N,N,N,Large
1883302,Product A,New,292.19,N,Y,Y,N,N,Y,Large
1898208,Product B,New,592.43,N,N,Y,N,N,N,Large
3070741,Product C,Additional,1199,Y,Y,Y,N,N,Y,Large
3752726,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2254152,Product B,Additional,375,Y,N,Y,N,N,N,Large
2320896,Product B,Additional,766.29,Y,N,Y,N,N,N,Large
2701885,Product C,New,840.03,Y,Y,Y,Y,N,Y,Large
3206902,Product B,Additional,1873.27,N,Y,Y,N,N,Y,Large
3601454,Product D,New,373.24,Y,N,Y,N,N,N,Large
3976872,Product A,New,144.2,N,N,Y,Y,N,N,Medium
2296015,Product B,New,375,N,N,Y,N,N,N,Large
2792282,Product B,New,375,N,Y,Y,N,Y,Y,Large
3811856,Product C,Additional,1053,Y,Y,Y,N,N,N,Large
2957492,Product C,New,1893.2,Y,Y,Y,N,N,Y,Medium
2883236,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
3131688,Product B,Additional,555.71,Y,N,N,N,N,N,Large
2187098,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2767899,Product B,Additional,1950.37,N,Y,Y,N,N,Y,Medium
3444653,Product A,Additional,790,N,Y,Y,N,N,Y,Large
2225015,Product B,Additional,1317.5,Y,N,Y,N,N,N,Medium
3371957,Product B,Additional,921.09,N,Y,Y,N,N,N,Small-Medium
2321512,Product A,Additional,790.07,N,Y,Y,N,N,Y,Large
2546924,Product C,Additional,495,Y,Y,Y,N,Y,Y,Large
3835017,Product B,New,375,N,N,Y,N,N,N,Large
3912568,Product B,Additional,355.95,Y,Y,Y,N,N,Y,Large
4176758,Product B,Additional,654.67,N,Y,Y,Y,N,Y,Medium
2819794,Product C,New,2009.01,Y,N,Y,N,Y,N,Large
3548670,Product B,Additional,586.5,Y,N,Y,N,N,N,Large
2819119,Product A,New,882.29,N,Y,Y,N,N,Y,Large
2697909,Product B,New,2495.25,Y,Y,Y,N,N,Y,Medium
2955830,Product A,Additional,1056.09,N,Y,Y,N,N,Y,Large
3595798,Product A,Additional,1001.28,Y,Y,Y,Y,N,Y,Large
2631929,Product B,Additional,1021.98,Y,N,N,N,N,N,Large
3268692,Product C,Additional,1891.87,Y,Y,Y,Y,N,Y,Large
1892859,Product C,Additional,520.44,Y,N,Y,N,N,N,Large
3505552,Product B,New,756.37,N,Y,Y,N,N,N,Small-Medium
3393000,Product C,Additional,1698.18,Y,Y,Y,N,N,Y,Large
3010511,Product A,Additional,1600,Y,N,N,N,N,N,Medium
3125350,Product B,Additional,1108.62,N,Y,Y,N,N,Y,Large
1445386,Product B,New,1063.14,N,Y,Y,N,N,Y,Large
2024617,Product C,Additional,1640.55,Y,Y,Y,N,N,Y,Large
3950827,Product B,Additional,842.92,Y,N,Y,N,N,N,Large
2738028,Product B,New,726,Y,N,Y,N,N,N,Medium
3981693,Product C,Additional,472.29,Y,N,Y,N,N,N,Large
4047942,Product B,Additional,859.9,Y,N,Y,N,N,N,Large
1730653,Product C,New,820.81,Y,Y,Y,N,Y,Y,Large
1824038,Product C,New,990.77,Y,N,Y,N,Y,N,Large
3070848,Product C,Additional,1199,Y,Y,Y,N,N,Y,Large
2963526,Product B,Additional,1848.4,N,Y,Y,N,N,Y,Medium
1888865,Product B,New,1157.35,N,Y,Y,N,Y,Y,Large
1773287,Product B,Additional,1025.92,N,Y,Y,N,N,Y,Large
2336241,Product B,New,674.55,N,Y,Y,N,N,Y,Large
2716437,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
3782665,Product C,Additional,850.55,Y,Y,Y,N,N,Y,Large
2479359,Product A,Additional,1023.75,N,Y,Y,N,N,Y,Medium
3602479,Product C,Additional,1579,Y,N,Y,N,N,N,Large
3976892,Product D,New,7828,N,N,Y,N,N,N,Small
2692945,Product B,Additional,318.21,Y,N,Y,N,N,N,Large
2803028,Product C,New,955.77,Y,Y,Y,Y,N,Y,Large
3821362,Product B,Additional,525,Y,N,Y,N,N,N,Large
2963606,Product B,New,1655,Y,N,Y,N,N,N,Medium
2812772,Product B,Additional,746.3,N,Y,Y,N,N,Y,Large
3135454,Product A,New,394.36,Y,N,Y,N,N,N,Large
2187375,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2941840,Product A,New,469,N,N,Y,N,N,N,Medium
3461367,Product B,New,798.7,Y,N,Y,N,N,N,Medium
3391652,Product B,Additional,686.37,N,Y,Y,N,N,Y,Large
2202108,Product B,Additional,375,N,N,Y,N,N,N,Large
2558340,Product A,Additional,1142.99,N,Y,Y,N,N,Y,Large
2058202,Product B,New,1552.12,N,Y,Y,N,N,Y,Large
2862868,Product B,Additional,2401.2,N,Y,Y,N,N,Y,Medium
3548675,Product A,New,1732.04,Y,N,Y,N,N,N,Medium
2850128,Product B,Additional,847.59,Y,Y,Y,N,N,Y,Large
3269556,Product B,Additional,1411.3,Y,Y,Y,N,N,Y,Large
1895030,Product C,Additional,485.02,Y,Y,Y,N,Y,Y,Large
3512193,Product B,New,2601.7,Y,N,Y,N,N,N,Medium
3398673,Product B,Additional,407.3,N,Y,Y,N,N,Y,Large
3592002,Product C,New,474.66,Y,Y,Y,N,Y,N,Small-Medium
3017005,Product B,Additional,938.4,Y,N,Y,N,N,N,Medium
2161892,Product B,New,1232,N,N,Y,N,N,N,Medium
2773820,Product C,Additional,969.67,Y,N,Y,N,N,N,Large
3153052,Product B,Additional,927.45,Y,N,N,N,N,N,Large
2521264,Product B,Additional,2842.5,N,Y,Y,N,N,Y,Medium
1773864,Product C,Additional,2527.17,Y,N,Y,N,N,N,Medium
1848653,Product C,Additional,846.51,Y,Y,Y,N,Y,Y,Large
2220857,Product C,Additional,1016.3,Y,N,Y,Y,N,N,Medium
3087688,Product A,Additional,2257,N,N,Y,N,N,N,Small
4031100,Product B,New,931.02,Y,N,Y,N,N,N,Medium
2824742,Product C,New,710.08,Y,N,Y,N,N,N,Large
2120583,Product A,New,5055,N,N,Y,N,N,N,Small
3910354,Product A,New,669.16,N,N,Y,N,N,N,Large
2749305,Product C,Additional,1423.57,Y,N,N,N,N,N,Large
2510615,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2587428,Product A,Additional,2008.44,N,Y,Y,N,N,Y,Medium
2666670,Product B,Additional,879,N,N,N,N,N,N,Medium
2738430,Product A,Additional,654.95,N,Y,Y,N,N,Y,Large
4184212,Product A,New,348,Y,N,Y,N,N,N,Large
3730010,Product A,Additional,864,N,N,Y,N,N,N,Medium
3168071,Product B,New,978,Y,N,Y,N,N,N,Large
1865666,Product C,Additional,895,Y,Y,Y,N,N,Y,Large
3477474,Product B,New,300.6,N,Y,Y,N,N,Y,Large
3595779,Product B,New,510.35,N,Y,Y,N,N,Y,Large
3638125,Product D,Additional,3375.4,Y,N,Y,N,N,N,Medium
2580758,Product D,New,1992,Y,Y,Y,N,N,Y,Medium
2058208,Product B,New,421.25,N,Y,Y,N,N,N,Small-Medium
2830352,Product A,New,334,Y,N,Y,N,N,N,Large
3473777,Product B,New,3347.04,Y,Y,Y,Y,N,Y,Medium
2882400,Product B,Additional,375,N,Y,Y,N,Y,Y,Large
2961825,Product C,Additional,1416.83,Y,Y,Y,N,N,Y,Large
2716058,Product C,Additional,926.48,Y,Y,Y,N,N,N,Medium
2963676,Product A,Additional,315,N,N,Y,N,N,N,Medium
3625869,Product A,New,936,Y,N,Y,N,N,N,Medium
2659472,Product B,New,1113,N,Y,Y,N,N,Y,Large
1899802,Product C,Additional,1788.06,Y,N,Y,N,Y,N,Medium
3526316,Product B,Additional,586.5,N,Y,Y,N,N,Y,Large
1111758,Product C,New,463.88,Y,N,Y,N,Y,N,Large
3595777,Product B,New,683.97,Y,N,Y,N,N,N,Large
1445136,Product B,New,1100,Y,N,Y,N,N,N,Medium
1859306,Product B,New,1116.63,N,N,Y,N,N,N,Medium
2040584,Product C,New,1147.59,Y,N,Y,N,N,N,Medium
3558559,Product C,Additional,2438.46,Y,N,Y,N,N,N,Large
3157491,Product B,New,473.1,N,Y,Y,N,N,N,Small-Medium
2552239,Product B,New,675.23,Y,Y,Y,N,N,Y,Large
1865175,Product B,New,2242,N,Y,Y,N,N,Y,Large
2229322,Product B,New,829.98,N,N,Y,N,N,N,Small
3092043,Product A,New,579.92,Y,N,Y,N,N,N,Large
3643012,Product B,Additional,429.06,Y,N,Y,N,N,N,Large
4095389,Product B,New,1076.75,N,N,Y,N,N,N,Medium
3342236,Product B,Additional,626.78,N,Y,Y,N,N,Y,Large
3092166,Product B,New,375,N,Y,Y,N,N,Y,Large
2860528,Product D,Additional,580,Y,N,Y,N,N,N,Large
3135457,Product B,New,735.75,Y,N,Y,N,N,N,Large
3913818,Product B,New,630.6,Y,N,N,N,N,N,Large
2749723,Product B,New,558.4,Y,N,Y,N,N,N,Large
3906438,Product B,Additional,1313.33,N,Y,Y,N,N,Y,Large
2520347,Product D,Additional,1165.86,N,Y,Y,N,Y,Y,Large
2598026,Product B,Additional,708.1,Y,N,Y,N,N,N,Large
3631185,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
2675987,Product B,New,583.53,Y,N,N,N,N,N,Large
2984213,Product B,Additional,580,N,Y,Y,N,N,Y,Large
2828988,Product B,Additional,475.95,N,Y,Y,N,N,Y,Large
1195494,Product C,New,485.01,Y,Y,Y,N,N,Y,Large
3346573,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
3093627,Product B,Additional,823.47,N,Y,Y,N,N,Y,Large
3201332,Product B,Additional,2000,Y,N,Y,N,N,N,Medium
4010233,Product B,Additional,2065.6,Y,N,Y,N,N,N,Medium
2040571,Product C,New,794.33,Y,N,Y,N,N,N,Large
2441227,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
2205055,Product A,New,1500,Y,N,Y,Y,N,N,Medium
2018108,Product C,Additional,485.02,Y,Y,Y,N,N,Y,Large
3478098,Product B,Additional,821.88,N,Y,N,N,N,Y,Large
2366098,Product B,Additional,1621,N,Y,Y,N,N,Y,Large
2866544,Product B,New,314,Y,N,Y,Y,N,N,Large
3112995,Product C,Additional,1418.16,Y,Y,Y,N,Y,Y,Medium
3940520,Product B,Additional,728.42,N,Y,Y,N,N,Y,Large
4071755,Product B,Additional,688.81,Y,Y,Y,Y,N,Y,Large
3413879,Product B,New,4200,N,N,Y,N,N,N,Small
3203469,Product A,New,390,Y,N,Y,N,N,N,Large
1112237,Product D,Additional,1083.39,N,Y,Y,N,N,Y,Large
1445145,Product B,New,375,N,N,Y,N,N,N,Large
3747365,Product A,New,1827.35,Y,N,N,N,N,N,Medium
1888860,Product B,New,1060.46,N,Y,Y,N,N,Y,Large
1654956,Product C,Additional,495,Y,Y,Y,N,N,Y,Large
4026484,Product B,Additional,433.6,Y,N,Y,N,N,N,Medium
1727576,Product C,New,1056.91,Y,N,Y,N,N,N,Large
2552860,Product C,New,489.85,Y,Y,Y,Y,N,Y,Large
2930001,Product B,Additional,1157.21,Y,Y,Y,N,Y,Y,Large
2233956,Product B,Additional,1409.45,N,Y,Y,N,N,Y,Large
3113069,Product B,New,354.6,Y,N,Y,N,N,N,Large
2770275,Product B,Additional,901,N,Y,Y,N,N,Y,Large
3669866,Product B,Additional,559.05,Y,N,Y,N,N,N,Large
3342365,Product A,Additional,932.58,N,Y,Y,N,Y,Y,Large
2893998,Product B,New,605,N,Y,Y,N,N,Y,Large
3466967,Product A,New,3358.75,Y,N,Y,N,N,N,Medium
2125718,Product B,New,975.45,N,Y,Y,N,N,Y,Large
3923540,Product A,Additional,888.04,Y,N,N,N,Y,N,Large
3933029,Product B,New,829.57,N,Y,Y,N,N,Y,Large
2893006,Product B,Additional,2113.3,Y,Y,Y,N,N,Y,Medium
2615534,Product C,New,1251,Y,N,Y,Y,N,N,Large
3635478,Product C,New,608.43,Y,N,Y,N,N,N,Large
2677938,Product B,New,1795.98,N,Y,Y,N,N,Y,Large
3526254,Product C,New,561.51,Y,Y,Y,N,N,Y,Large
2845049,Product B,Additional,3568.27,N,Y,Y,N,N,Y,Medium
1196764,Product C,New,495,Y,Y,Y,N,Y,Y,Large
2511352,Product B,New,681.23,N,N,Y,N,N,N,Medium
3741653,Product B,Additional,1175.2,N,Y,Y,N,N,Y,Large
2468063,Product C,Additional,1214.01,Y,N,Y,N,Y,N,Large
2621401,Product B,Additional,326.56,N,Y,Y,N,N,Y,Large
4019581,Product A,Additional,480,N,Y,Y,N,N,Y,Large
1988534,Product C,New,2209.68,Y,Y,Y,N,N,Y,Medium
2063882,Product B,Additional,449.4,N,Y,Y,N,N,Y,Large
3630909,Product B,New,1032.4,Y,Y,Y,N,N,Y,Large
2463360,Product B,Additional,491.29,N,Y,Y,N,N,N,Small-Medium
3163479,Product B,New,1738.18,N,Y,Y,N,N,Y,Large
2484798,Product C,Additional,1171.55,Y,Y,N,N,N,Y,Large
2120574,Product A,New,1500,Y,N,Y,N,N,N,Medium
2844965,Product B,Additional,1977.11,Y,Y,Y,N,N,Y,Medium
1199370,Product C,Additional,527.98,Y,N,Y,N,Y,N,Large
2366109,Product B,New,288.82,N,Y,Y,N,N,N,Small-Medium
2866618,Product A,New,2918.89,N,Y,Y,N,N,Y,Medium
2709416,Product B,New,2594.2,Y,N,Y,Y,N,N,Medium
3114013,Product B,New,375,N,Y,Y,N,N,Y,Large
